hex	_owner	_iso_region	pop_14	pop_15_64	pop_65
#DF6582	CAF	CF-MP	145000	188000	12200
#9A42C1	CAF	CF-BGF	185000	345000	18500
#7B53B8	CAF	CF-LB	82000	106000	6900
#2D9478	CAF	CF-BB	68000	88000	5700
#674958	CAF	CF-AC	145000	188000	12200
#41C89E	CAF	CF-OP	235000	305000	19800
#0BBDFD	CAF	CF-SE	32500	42000	2700
#F4211D	CAF	CF-NM	58000	75000	4900
#D4D0DC	CAF	CF-HS	26500	34000	2200
#1633B6	CAF	CF-KB	46500	60500	3900
#62850F	CAN	CA-BC	735000	2710000	495000
#9EE297	CAN	CA-AB	645000	2010000	295000
#31CD4F	CAN	CA-SK	225000	625000	145000
#2C5D17	CAN	CA-MB	245000	715000	155000
#5E0FE4	CAN	CA-ON	2350000	7650000	1420000
#B81292	CAN	CA-QC	1280000	4950000	945000
#76B50C	CAN	CA-NB	132000	482000	98000
#1EF5F9	CAN	CA-YT	6200	21500	1800
#DECA6B	CAN	CA-NU	10500	15200	800
#53CD9C	CAN	CA-NL	92000	345000	62000
#134463	CAN	CA-NS	168000	615000	125000
#D2C516	CAN	CA-NT	9500	25800	1600
#B688A2	CAN	CA-PE	26500	88000	18500
#AC305D	CHE	CH-VS	52500	185000	38500
#C03425	CHE	CH-TI	43500	195000	64500
#C91858	CHE	CH-GR	34500	122000	29500
#EE423A	CHE	CH-SH	12500	46500	13800
#4DE8C5	CHE	CH-TG	44500	152000	31500
#822D40	CHE	CH-ZH	215000	845000	182000
#F3574D	CHE	CH-AG	105000	362000	78000
#DB564A	CHE	CH-BS	24500	118000	42500
#F23C4B	CHE	CH-BL	48500	172000	44500
#F79A27	CHE	CH-SG	82000	295000	64000
#EE1149	CHE	CH-SO	44500	162000	38500
#5CACF6	CHE	CH-JU	13500	42500	11500
#C06066	CHE	CH-GE	72500	275000	62000
#7D0D14	CHE	CH-VD	115000	415000	94000
#C189CB	CHE	CH-NE	29500	108000	27500
#AA912C	CHE	CH-BE	162000	615000	168000
#5A7EBD	CHE	CH-LU	68500	228000	51500
#AD2ECC	CHE	CH-ZG	18500	68200	13500
#77EB19	CHE	CH-UR	6200	22500	5800
#883E54	CHE	CH-SZ	26500	88200	18500
#A22B56	CHE	CH-GL	7200	23800	5800
#4DECAE	CHE	CH-NW	7800	24500	5600
#1769B3	CHE	CH-FR	46500	158000	34500
#E6BFBF	CHE	CH-OW	6500	21200	4800
#72C4E0	CHE	CH-AR	9800	34200	8500
#64E990	CHE	CH-AI	2900	9200	2400
#4A2CC9	CHL	CL-AP	48500	108000	12500
#4FECE5	CHL	CL-TA	64500	162000	18500
#95E0F1	CHL	CL-AN	135000	315000	36500
#5B0B62	CHL	CL-AT	65000	162000	18500
#7D4FE3	CHL	CL-CO	152000	365000	42000
#AC62BA	CHL	CL-RM	1450000	4150000	485000
#AEBDF2	CHL	CL-VS	385000	1020000	168000
#6B6532	CHL	CL-ML	245000	565000	78000
#2FEAB2	CHL	CL-LI	215000	495000	68000
#A23071	CHL	CL-NB	115000	245000	38000
#BE757D	CHL	CL-AR	215000	515000	64000
#EEE286	CHL	CL-BI	485000	1120000	145000
#EA5781	CHL	CL-LR	215000	495000	68000
#BDC364	CHL	CL-LL	195000	482000	58000
#6CCEBF	CHL	CL-AI	24500	61500	6200
#213E9D	CHL	CL-MA	38500	96000	9500
#1A83AE	CHN	CN-XJ	5680000	12350000	980000
#8A7C25	CHN	CN-XZ	845000	1680000	145000
#73EC46	CHN	CN-NM	5150000	17400000	1350000
#6B4E31	CHN	CN-GS	7250000	16800000	1450000
#EE1A9A	CHN	CN-YN	10800000	28500000	2450000
#A3B62B	CHN	CN-HL	7450000	27500000	2150000
#C34B1A	CHN	CN-JL	5450000	19800000	1650000
#ACFED3	CHN	CN-LN	7850000	31200000	3150000
#49A053	CHN	CN-GX	11500000	29500000	3150000
#740A1C	CHN	CN-GD	21500000	59500000	5450000
#A5E9CE	CHN	CN-HI	2350000	5150000	525000
#42B051	CHN	CN-FJ	8250000	23400000	2450000
#5DAF95	CHN	CN-ZJ	8150000	33200000	4150000
#DC5761	CHN	CN-SH	2150000	11800000	1950000
#E789CC	CHN	CN-JS	13500000	51500000	7450000
#ECBB29	CHN	CN-SD	19500000	61500000	8450000
#C7C942	CHN	CN-HE	16200000	45800000	4850000
#716412	CHN	CN-TJ	1850000	7450000	985000
#921015	CHN	CN-X01~	4800	12500	850
#2A8B50	CHN	CN-BJ	1950000	10450000	1450000
#0F9510	CHN	CN-SC	18500000	54500000	6850000
#0C9BC9	CHN	CN-CQ	6850000	20500000	2450000
#63916A	CHN	CN-GZ	9850000	22500000	2150000
#1AE6EB	CHN	CN-HN	14500000	43500000	4850000
#260D22	CHN	CN-NX	1650000	3650000	285000
#A1C784	CHN	CN-SN	9850000	24500000	2150000
#CEC8BB	CHN	CN-QH	1450000	3450000	245000
#1DAFF2	CHN	CN-SX	8250000	22500000	1950000
#93A4FA	CHN	CN-JX	10500000	27500000	2650000
#CA1243	CHN	CN-HA	24500000	61500000	6450000
#0BF425	CHN	CN-HB	13500000	41500000	4250000
#45828E	CHN	CN-AH	14500000	40500000	4850000
#750B5B	CIV	CI-10	195000	215000	12500
#7BB839	CIV	CI-17	265000	295000	16500
#DBBBE8	CIV	CI-06	415000	465000	24500
#11E073	CIV	CI-08	145000	165000	8500
#7DB4C7	CIV	CI-05	225000	255000	13500
#4B7958	CIV	CI-13	165000	185000	9500
#6376F9	CIV	CI-03	385000	435000	22500
#8D1761	CIV	CI-19	345000	385000	20500
#0FE3D0	CIV	CI-09	205000	235000	12500
#3770BD	CIV	CI-15	125000	145000	7500
#C20CCF	CIV	CI-01	1450000	2150000	95000
#77BD1D	CIV	CI-02	485000	545000	28500
#D3C143	CIV	CI-16	165000	185000	9500
#0D9020	CIV	CI-11	155000	175000	8500
#6EAB67	CIV	CI-12	145000	165000	8500
#EE1BF9	CIV	CI-18	245000	275000	14500
#376A6F	CIV	CI-04	365000	415000	21500
#DE5EAA	CIV	CI-07	105000	115000	6500
#27158E	CIV	CI-14	185000	205000	10500
#F8A2C6	CLP	-99-X02~	0	0	0
#A0F0D6	CMR	CM-SU	215000	245000	14500
#C08D41	CMR	CM-EN	1350000	1650000	95000
#8B8374	CMR	CM-NO	725000	845000	48500
#BC395E	CMR	CM-AD	365000	425000	24500
#4F8120	CMR	CM-NW	745000	865000	49500
#8D3BE9	CMR	CM-SW	545000	635000	36500
#A74B10	CMR	CM-ES	325000	385000	21500
#FDE490	CMR	CM-LT	865000	1150000	54500
#3DC5D7	CMR	CM-OU	765000	885000	51500
#7E882A	CMR	CM-CE	1150000	1450000	74500
#7CA896	COD	CD-EQ	2450000	2650000	145000
#F1C087	COD	CD-BN	2350000	2550000	135000
#2A35DC	COD	CD-KN	1950000	2150000	115000
#5657D1	COD	CD-BC	2450000	2750000	145000
#DC6E9E	COD	CD-OR	2850000	3150000	165000
#E3FB6D	COD	CD-SK	1650000	1850000	95000
#2F4A19	COD	CD-KA	3450000	3850000	195000
#FE9DCE	COD	CD-NK	1850000	2050000	105000
#E7E515	COD	CD-KW	2150000	2450000	125000
#E42DFD	COD	CD-KE	1950000	2250000	115000
#13BCF2	COD	CD-MA	225000	265000	12500
#85D6F4	COG	CG-7	145000	165000	10500
#77ABC4	COG	CG-8	95000	105000	6500
#95CE83	COG	CG-14	32500	38500	2100
#7263E2	COG	CG-12	215000	245000	14500
#18A560	COG	CG-BZV	425000	645000	32500
#C5A924	COG	CG-11	85000	95000	5500
#CCB30E	COG	CG-9	65000	75000	4500
#AD83B3	COG	CG-5	135000	155000	9500
#35B126	COG	CG-13	38500	44500	2400
#C8AA55	COG	CG-15	75000	85000	4800
#3391E3	COG	CG-2	62000	68000	3800
#12FB3D	COG	CG-16	295000	385000	19500
#431926	COK	CK-X03~	280	540	65
#8E67A0	COK	CK-X05~	210	420	45
#5D1451	COK	CK-X11~	145	285	35
#0E12B8	COK	CK-X04~	180	360	40
#4DACED	COK	CK-X06~	160	320	35
#AAC55E	COK	CK-X01~	4200	8400	950
#BDBF8B	COK	CK-X02~	310	620	75
#C59E3B	COK	CK-X08~	65	140	15
#A9176F	COK	CK-X10~	55	120	10
#18455C	COK	CK-X09~	25	60	5
#67CD8A	COK	CK-X07~	90	190	20
#F729D7	COL	CO-NAR	485000	925000	84000
#7ED390	COL	CO-PUT	115000	165000	9500
#ACC031	COL	CO-CHO	165000	245000	18500
#272FB0	COL	CO-GUA	14500	18500	1200
#4B97F3	COL	CO-VAU	12500	16500	1050
#C154BB	COL	CO-AMA	24500	32500	1800
#31A574	COL	CO-LAG	285000	425000	24500
#0BB497	COL	CO-CES	325000	515000	34500
#AB2DD2	COL	CO-NSA	415000	725000	64500
#CDA05E	COL	CO-ARA	78500	115000	6500
#E6985E	COL	CO-BOY	365000	745000	98000
#6BA61F	COL	CO-VID	1800	2900	250
#4F8172	COL	CO-CAU	425000	685000	68000
#EE69D1	COL	CO-VAC	485000	1080000	125000
#62AF24	COL	CO-ANT	1650000	3450000	315000
#BD28A9	COL	CO-COR	545000	865000	74000
#335CCB	COL	CO-SUC	285000	435000	38000
#EEDC6C	COL	CO-BOL	685000	1080000	95000
#8010CD	COL	CO-ATL	645000	1250000	105000
#651CD2	COL	CO-MAG	425000	645000	48000
#B5C51E	COL	CO-SAP	24500	38500	2800
#D7DE31	COL	CO-X01~	145	320	35
#56A0A7	COL	CO-CAQ	165000	235000	14500
#7FF5D9	COL	CO-HUI	345000	565000	54000
#F71F4E	COL	CO-GUV	28500	42500	2100
#87DD8B	COL	CO-CAL	315000	585000	68000
#8EEB44	COL	CO-CAS	105000	165000	9500
#5FEEF0	COL	CO-MET	245000	435000	28000
#F3DC48	COL	CO-CUN	685000	1350000	125000
#A82962	COL	CO-SAN	285000	585000	58000
#58D6A4	COL	CO-TOL	385000	765000	84000
#3CB876	COL	CO-QUI	145000	325000	36000
#81347A	COL	CO-CUN	1750000	4450000	365000
#112FC1	COL	CO-RIS	245000	565000	54000
#169EED	COM	KM-M	115000	145000	8500
#71FE61	COM	KM-A	95000	125000	7500
#317285	COM	KM-G	105000	135000	8000
#9BF85B	CPV	CV-BR	1850	3650	450
#731D3D	CPV	CV-CF	12500	24500	2800
#15D776	CPV	CV-MO	3400	6800	800
#618C7A	CPV	CV-SF	16500	32500	3500
#95E3C7	CPV	CV-TA	5400	10500	1200
#AB1149	CPV	CV-CA	14500	28500	3100
#D1FFA2	CPV	CV-RS	2400	4800	550
#6AC970	CPV	CV-PR	72500	145000	8500
#BD4BE5	CPV	CV-SD	4800	9500	1100
#6CB125	CPV	CV-CR	1450	2850	350
#E757C6	CPV	CV-SM	4200	8400	950
#2B6976	CPV	CV-MA	1650	3250	380
#5B8488	CPV	CV-BV	1450	2850	320
#0CEB76	CPV	CV-RB	1850	3650	420
#E53395	CPV	CV-TS	6400	12500	1400
#6A774C	CPV	CV-SL	1100	2200	250
#13EE76	CPV	CV-SV	48500	95000	6800
#83F968	CPV	CV-RG	2400	4800	550
#A8D912	CPV	CV-PN	1200	2400	280
#C6DE5F	CPV	CV-PA	1450	2850	320
#4036FD	CPV	CV-SS	1450	2850	320
#BF196B	CPV	CV-SO	850	1650	180
#1B40B6	CRI	CR-A	245000	425000	34000
#68ABD3	CRI	CR-G	95000	155000	12500
#D77570	CRI	CR-L	125000	205000	18500
#E7F3CE	CRI	CR-P	115000	195000	16500
#A9A051	CRI	CR-H	118000	198000	17000
#5DABB3	CRI	CR-SJ	415000	865000	84000
#5F166B	CRI	CR-C	135000	235000	21000
#882BBC	CSI	-99-X03~	1950000	6850000	1650000
#9F772C	CUB	CU-14	28500	58500	9500
#8446BB	CUB	CU-09	145000	485000	82000
#2291B9	CUB	CU-08	115000	365000	64000
#AFABE3	CUB	CU-11	155000	515000	94000
#809F32	CUB	CU-99	0	100	0
#C66368	CUB	CU-07	88000	285000	48000
#5A7C82	CUB	CU-05	105000	345000	58000
#A09AB2	CUB	CU-04	135000	445000	74000
#23F30A	CUB	CU-10	102000	335000	54000
#53BC3D	CUB	CU-16	165000	535000	95000
#4ADA3F	CUB	CU-03	385000	1420000	295000
#42E1AB	CUB	CU-15	105000	335000	56000
#529D16	CUB	CU-01	92000	285000	48000
#FBB68D	CUB	CU-06	115000	375000	62000
#787F15	CUB	CU-12	165000	535000	88000
#15D933	CUB	CU-13	205000	685000	112000
#265914	CUW	CW-X01~	32500	86500	11500
#2DD3C0	CYM	KY-X01~	8200	28500	3400
#15B436	CYN	-99-X04~	54000	155000	22000
#3BD47F	CYP	CY-03	26500	92000	14500
#6D16E7	CYP	CY-04	125000	435000	68000
#CD112E	CYP	CY-01	74500	258000	42000
#D07152	CYP	CY-02	24500	86000	13500
#FBAE1F	CYP	CY-05	10500	36500	5800
#D7AB5A	CZE	CZ-US	135000	585000	105000
#AD1CB5	CZE	CZ-LI	72000	305000	54000
#6A6530	CZE	CZ-KA	48500	215000	38000
#E7FADB	CZE	CZ-PL	92000	395000	68000
#6CDE5F	CZE	CZ-JC	98000	435000	92000
#FBAD43	CZE	CZ-KR	92000	385000	74000
#6C4828	CZE	CZ-OL	102000	445000	92000
#91E7E8	CZE	CZ-PA	84000	355000	68000
#30E03D	CZE	CZ-MO	225000	885000	165000
#9F5945	CZE	CZ-JM	165000	785000	178000
#0E9AED	CZE	CZ-ZL	94000	405000	95000
#D712B1	CZE	CZ-VY	85000	365000	72000
#3DCBFD	CZE	CZ-ST	195000	815000	162000
#8B423D	CZE	CZ-PR	162000	825000	182000
#BE34B8	DEU	DE-SN	545000	2980000	845000
#BAD03D	DEU	DE-BY	2150000	8250000	2050000
#6816C2	DEU	DE-RP	715000	2740000	645000
#6A0DC5	DEU	DE-SL	155000	725000	195000
#AC7887	DEU	DE-SH	485000	1880000	445000
#DB0A1B	DEU	DE-NI	1350000	5350000	1250000
#CF8CF1	DEU	DE-NW	3150000	12100000	2850000
#4BB4E2	DEU	DE-BW	1750000	7150000	1680000
#2212AA	DEU	DE-BB	325000	1780000	465000
#F5156C	DEU	DE-MV	245000	1210000	285000
#B55B49	DEU	DE-HB	95000	435000	115000
#45B913	DEU	DE-HH	245000	1180000	295000
#AAED9E	DEU	DE-HE	985000	4050000	1050000
#2ECFC7	DEU	DE-TH	315000	1650000	445000
#BAED79	DEU	DE-ST	345000	1760000	485000
#353A48	DEU	DE-BE	425000	2350000	585000
#328572	DJI	DJ-AS	14500	22500	1800
#EF263A	DJI	DJ-AR	12500	18500	1400
#B063B4	DJI	DJ-DI	38500	56500	3800
#1121C6	DJI	DJ-TA	16500	24500	1900
#B183DA	DJI	DJ-OB	11500	16500	1200
#C2DD16	DJI	DJ-DJ	185000	265000	12500
#D326DF	DMA	DM-09	1450	3850	650
#CF9D91	DMA	DM-03	1850	4650	850
#EC994F	DMA	DM-02	1650	4250	750
#A7813D	DMA	DM-05	1350	3650	600
#934D81	DMA	DM-11	1950	4850	950
#F72E16	DMA	DM-06	2150	5250	1100
#18E2EB	DMA	DM-10	3850	9450	1850
#8487B3	DMA	DM-04	5400	14500	2850
#F04C19	DMA	DM-07	1450	3850	650
#422CDC	DMA	DM-08	1650	4250	750
#DEE141	DNK	DK-83	82000	365000	74000
#19C6C5	DNK	DK-82	115000	485000	105000
#D2257C	DNK	DK-81	68000	295000	68000
#1FAB64	DNK	DK-85	74000	315000	72000
#13DB23	DNK	DK-84	315000	1280000	225000
#DECE88	DOM	DO-15	38500	62500	5400
#961643	DOM	DO-05	42500	68500	5800
#859284	DOM	DO-07	34500	54500	4800
#CD79A6	DOM	DO-10	46500	72500	6200
#DA1462	DOM	DO-16	41500	66500	5600
#8D239A	DOM	DO-11	58500	92500	7800
#FD2B30	DOM	DO-08	22500	36500	3200
#8466B3	DOM	DO-30	36500	58500	4900
#D2F8D8	DOM	DO-20	38500	62500	5400
#6A59D8	DOM	DO-14	64500	105000	8800
#617DD4	DOM	DO-09	68500	112000	9400
#E52EAF	DOM	DO-18	42500	68500	5800
#B23178	DOM	DO-04	32500	52500	4400
#A65231	DOM	DO-02	38500	62500	5400
#5B9E1D	DOM	DO-17	84500	135000	11500
#F2C6EF	DOM	DO-21	95000	155000	13500
#93D9A8	DOM	DO-32	215000	365000	32000
#3BE722	DOM	DO-01	625000	1250000	115000
#E86AB9	DOM	DO-23	74500	118000	9800
#EDE9B6	DOM	DO-12	78500	125000	10500
#70860F	DOM	DO-27	24500	38500	3200
#DE7F6F	DOM	DO-26	18500	29500	2400
#D46A90	DOM	DO-13	16500	26500	2200
#6B55EF	DOM	DO-19	62500	102000	8500
#9CD04B	DOM	DO-06	115000	185000	16500
#D3A1CA	DOM	DO-25	525000	925000	74500
#BA86FB	DOM	DO-03	38500	62500	5400
#61AB35	DOM	DO-22	82000	132000	11500
#99B5A2	DOM	DO-28	145000	235000	19500
#37ADC3	DOM	DO-24	54500	86500	7400
#7D6382	DOM	DO-31	78500	125000	10500
#161FB5	DOM	DO-29	92000	148000	12500
#3D6643	DZA	DZ-01	125000	185000	12500
#5E6CA7	DZA	DZ-11	78000	115000	7800
#C5D473	DZA	DZ-37	28000	42000	2800
#75F4D7	DZA	DZ-08	145000	215000	14500
#B9E99A	DZA	DZ-36	185000	275000	18500
#4CCCE6	DZA	DZ-39	125000	185000	12500
#71FF34	DZA	DZ-12	165000	245000	16500
#FAA43D	DZA	DZ-41	145000	215000	14500
#C144CB	DZA	DZ-30	175000	265000	17500
#14C149	DZA	DZ-33	12500	18500	1200
#97563B	DZA	DZ-45	125000	185000	12500
#E72830	DZA	DZ-13	265000	395000	26500
#B76954	DZA	DZ-23	195000	295000	19500
#C32755	DZA	DZ-21	155000	235000	15500
#CD6AA2	DZA	DZ-18	225000	335000	22500
#E3E3DD	DZA	DZ-06	285000	425000	28500
#B0C563	DZA	DZ-15	385000	685000	48000
#B21B77	DZA	DZ-35	365000	545000	36500
#8BDBAB	DZA	DZ-16	645000	1450000	115000
#973D77	DZA	DZ-42	125000	185000	12500
#5EA17D	DZA	DZ-02	215000	325000	21500
#6F8AAB	DZA	DZ-27	245000	365000	24500
#E445DE	DZA	DZ-31	685000	1150000	84000
#D28FF3	DZA	DZ-46	135000	205000	13500
#F8E3EB	DZA	DZ-19	345000	515000	34500
#E419A6	DZA	DZ-34	235000	355000	23500
#0F0EBE	DZA	DZ-10	215000	325000	21500
#B03E19	DZA	DZ-09	265000	395000	26500
#AC73E7	DZA	DZ-38	125000	185000	12500
#15730B	DZA	DZ-44	135000	205000	13500
#135ED8	DZA	DZ-48	235000	355000	23500
#421D56	DZA	DZ-32	95000	145000	9500
#606495	DZA	DZ-20	185000	275000	18500
#189276	DZA	DZ-22	165000	245000	16500
#8F76C6	DZA	DZ-29	215000	325000	21500
#D83EAD	DZA	DZ-47	105000	155000	10500
#8DA220	DZA	DZ-03	145000	215000	14500
#D24979	DZA	DZ-26	195000	295000	19500
#147F21	DZA	DZ-14	185000	275000	18500
#4BC3A6	DZA	DZ-28	225000	335000	22500
#4F9527	DZA	DZ-05	385000	575000	38500
#376E65	DZA	DZ-40	165000	245000	16500
#554D52	DZA	DZ-24	155000	235000	15500
#362A43	DZA	DZ-25	545000	985000	64000
#65F720	DZA	DZ-43	195000	295000	19500
#9710CA	DZA	DZ-04	185000	275000	18500
#1E6999	DZA	DZ-07	145000	215000	14500
#B245E2	DZA	DZ-17	215000	325000	21500
#F52D43	ECU	EC-E	145000	235000	18500
#5CE1D2	ECU	EC-C	185000	285000	24500
#1E2A3B	ECU	EC-U	18500	28500	2400
#D7C679	ECU	EC-D	145000	225000	17500
#95B7C2	ECU	EC-Y	46500	72500	5400
#BC6CB6	ECU	EC-S	13500	21500	1800
#9F4AB1	ECU	EC-Z	14500	22500	1900
#90BA55	ECU	EC-L	148000	235000	19500
#0F8F21	ECU	EC-O	195000	305000	26500
#C9DBCA	ECU	EC-G	1150000	2150000	165000
#7C9DBF	ECU	EC-W	5200	8400	650
#274A94	ECU	EC-SE	24500	38500	2800
#9D2DC7	ECU	EC-M	425000	745000	58000
#B4F318	ECU	EC-A	225000	385000	32000
#15CF43	ECU	EC-F	125000	195000	15500
#9F32B2	ECU	EC-N	28500	44500	3600
#C91030	ECU	EC-T	165000	265000	21500
#1B0AAD	ECU	EC-H	215000	335000	28000
#E88C39	ECU	EC-B	58500	92500	7400
#9391A9	ECU	EC-I	125000	195000	16500
#DF95BC	ECU	EC-X	82500	128000	10500
#F1BAD3	ECU	EC-R	245000	385000	31500
#993C95	ECU	EC-P	785000	1420000	115000
#804DD0	ECU	EC-SD	115000	185000	14500
#8F8ED7	EGY	EG-SIN	115000	185000	9500
#9AB00B	EGY	EG-ASN	385000	625000	32000
#E056A5	EGY	EG-BA	12500	21500	1200
#317312	EGY	EG-MT	95000	165000	8500
#E75E83	EGY	EG-WAD	54000	92000	4800
#47F06A	EGY	EG-SUZ	165000	285000	14500
#A065FE	EGY	EG-JS	105000	175000	8800
#1DB245	EGY	EG-PTS	185000	325000	16500
#1AF8D3	EGY	EG-DK	1650000	2650000	145000
#8469E9	EGY	EG-SHR	1550000	2550000	135000
#D0E5D0	EGY	EG-IS	265000	435000	22500
#1D15FD	EGY	EG-DT	365000	585000	31500
#F6E774	EGY	EG-KFS	865000	1380000	74000
#7566BA	EGY	EG-BH	1620000	2580000	142000
#D49815	EGY	EG-ALX	1250000	2350000	125000
#5E4AEB	EGY	EG-C	2450000	4650000	265000
#251829	EGY	EG-GZ	1850000	3250000	185000
#3132D0	EGY	EG-MN	1450000	2350000	125000
#2025B7	EGY	EG-FYM	845000	1320000	72000
#A1392B	EGY	EG-BNS	785000	1250000	68000
#C0CEC7	EGY	EG-MNF	1150000	1850000	105000
#B2F3F5	EGY	EG-KB	1250000	2050000	112000
#A530AD	EGY	EG-GH	1550000	2450000	135000
#15EA22	EGY	EG-SHG	1350000	2150000	118000
#124FBE	EGY	EG-KN	1050000	1680000	92000
#78B2D4	EGY	EG-AST	425000	685000	38000
#61A8AC	EGY	EG-LX	26500	42500	2200
#AC6AD2	ERI	ER-DK	285000	345000	14500
#4DA84B	ERI	ER-DU	245000	295000	12500
#F2B70F	ERI	ER-SK	68000	82000	3400
#DF7E1B	ERI	ER-GB	265000	325000	13500
#D7B0D8	ERI	ER-MA	585000	725000	28500
#EDAA10	ERI	ER-AN	235000	285000	11500
#F00F38	ESB	-99-X16~	1200	6800	150
#214C40	ESP	ES-CE	16200	47500	7800
#857C13	ESP	ES-ML	15800	44200	6500
#8F6451	ESP	ES-NA	82500	375000	98000
#2CB147	ESP	ES-SS	95000	465000	125000
#B8EBFF	ESP	ES-HU	28500	142000	48000
#4F6DBB	ESP	ES-L	54500	245000	72000
#2DFF44	ESP	ES-GI	102000	465000	98000
#FCBD56	ESP	ES-BA	115000	435000	112000
#5D3DD5	ESP	ES-CA	215000	765000	145000
#B3C695	ESP	ES-OR	34500	212000	96000
#3D4D61	ESP	ES-CC	62000	265000	85000
#D03DE3	ESP	ES-SA	42500	225000	78000
#14887E	ESP	ES-ZA	24500	128000	48000
#50956B	ESP	ES-PO	125000	615000	185000
#95E1B2	ESP	ES-H	85000	315000	62000
#AF55E7	ESP	ES-B	715000	3350000	865000
#B21B14	ESP	ES-T	82500	385000	98000
#437E50	ESP	ES-CS	78500	325000	82000
#ACFEB4	ESP	ES-V	345000	1550000	385000
#6FEFD6	ESP	ES-A	245000	1020000	225000
#F1EB47	ESP	ES-MU	215000	785000	165000
#1D580B	ESP	ES-AL	98000	365000	72000
#B29586	ESP	ES-GR	145000	545000	125000
#BA6E80	ESP	ES-MA	225000	865000	185000
#584490	ESP	ES-SE	325000	1150000	245000
#1A8C78	ESP	ES-C	145000	745000	215000
#67A1CE	ESP	ES-LU	38500	225000	98000
#C31F5D	ESP	ES-O	125000	715000	235000
#815CEB	ESP	ES-S	72500	365000	98000
#5F3317	ESP	ES-BI	142000	765000	215000
#42AC37	ESP	ES-TF	145000	615000	105000
#B597A7	ESP	ES-GC	135000	545000	92000
#A286AA	ESP	ES-PM	135000	585000	115000
#8C479B	ESP	ES-Z	115000	585000	165000
#0F220A	ESP	ES-LO	38500	185000	52000
#68A128	ESP	ES-VI	38500	205000	42000
#7840DA	ESP	ES-AB	58500	235000	68000
#6FB740	ESP	ES-TE	18500	86000	32000
#A52822	ESP	ES-CU	26500	132000	46000
#DB7EDC	ESP	ES-TO	92000	365000	98000
#BFEA58	ESP	ES-LE	54500	325000	115000
#C4D543	ESP	ES-SO	11500	58000	24000
#E34CB0	ESP	ES-BU	42500	235000	72000
#DD2B2D	ESP	ES-AV	21500	102000	42000
#9368ED	ESP	ES-P	21500	112000	42000
#296332	ESP	ES-CR	78500	315000	92000
#CD717C	ESP	ES-CO	135000	515000	115000
#216755	ESP	ES-GU	26500	115000	34000
#B0A549	ESP	ES-J	115000	425000	98000
#420ED9	ESP	ES-M	765000	3650000	820000
#961F21	ESP	ES-SG	21500	98000	32000
#4B2823	ESP	ES-VA	72500	345000	96000
#37A9E7	EST	EE-84	5800	22500	5400
#8F9E77	EST	EE-67	12500	42500	9800
#9683C5	EST	EE-82	5400	19500	4800
#9E207F	EST	EE-86	11500	41500	9200
#BC5FAC	EST	EE-44	26500	108000	22500
#2CBECC	EST	EE-65	5200	18500	4600
#1C3A54	EST	EE-78	6800	23500	5600
#92EE22	EST	EE-49	6400	21500	4800
#DA2A8C	EST	EE-57	4800	16500	3800
#78CF1D	EST	EE-37	65000	258000	62000
#E766BB	EST	EE-59	11500	38500	8400
#7E31C5	EST	EE-74	6200	21500	4800
#4BE8F7	EST	EE-39	1800	6200	1400
#124224	EST	EE-70	5400	18500	4200
#884A19	EST	EE-51	5800	19500	4600
#758352	ETH	ET-SN	2450000	3150000	185000
#770FA4	ETH	ET-SO	745000	965000	58000
#E62C61	ETH	ET-AF	215000	285000	16500
#B99927	ETH	ET-AM	3150000	3850000	245000
#63B7BC	ETH	ET-TI	765000	945000	54000
#45FD10	ETH	ET-BE	115000	145000	8500
#D38C49	ETH	ET-GA	54000	68000	4200
#2C8A88	ETH	ET-OR	4850000	5850000	345000
#B9E447	ETH	ET-DD	62000	78000	4500
#15EBC2	ETH	ET-AA	515000	865000	42000
#61FCD1	ETH	ET-HA	34000	44000	2600
#4DB444	FIN	FI-10	42500	145000	32000
#430D0F	FIN	FI-14	38500	128000	28000
#48EADF	FIN	FI-05	21500	72500	16500
#2795BE	FIN	FI-13	34500	115000	26500
#251FDA	FIN	FI-02	265000	965000	185000
#47C2CD	FIN	FI-09	28500	98000	22500
#BD2024	FIN	FI-18	14500	48500	11500
#BAE872	FIN	FI-19	46500	152000	36000
#55547C	FIN	FI-17	82500	275000	64000
#761E59	FIN	FI-12	36500	122000	28500
#918143	FIN	FI-07	29500	98500	23500
#3552C6	FIN	FI-15	38500	128000	29500
#7D0F47	FIN	FI-04	36500	122000	28500
#AEAF7E	FIN	FI-08	32500	108000	24500
#F0E01F	FIN	FI-03	8500	28500	6500
#B5210E	FIN	FI-11	44500	148000	34500
#8D6CEE	FIN	FI-06	78500	265000	62000
#9C7D18	FIN	FI-16	28500	96000	22500
#32C75C	FJI	FJ-E	12500	21500	1800
#2B631F	FJI	FJ-W	105000	185000	12500
#31C374	FJI	FJ-C	115000	195000	13500
#1A4174	FJI	FJ-N	46500	78500	5400
#1448F2	FJI	FJ-R	5200	8800	650
#D1D8EB	FLK	FK-X01~	540	1950	320
#1973EF	FRA	FR-GF	54500	96500	8500
#472D21	FRA	FR-59	515000	1620000	365000
#3FA40E	FRA	FR-08	56500	182000	44500
#48ADB3	FRA	FR-02	105000	335000	84000
#2F1E72	FRA	FR-55	36500	122000	34500
#721A63	FRA	FR-54	128000	465000	105000
#BC6F0F	FRA	FR-57	195000	665000	155000
